,text_cleaned,Z1,Z2,nb_words,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,target
920,grandparent farm walk wood come upon blind uncle help back house ask stay two three day long instead go plan tell leave already plan aunt come picture sort argument young generation interpretation realistic dream quite true happen month ago answer question actual unpleasant wood live room,1.4692729,7.234533,114,1,2,1,1,0,1,0,1,4,3,1
594,worst dream last night first start ok aaron fool around somewhere really happy excite go home guest room brother lauren playing game baby accidentally drop come baby start bleed everywhere really scary try keep alive ice hold upright brother lauren really scar baby ok go downstairs kitchen hang judith father prom really happy aaron take right leave ask mother could say goodbye brother look pityingly say mother die last night laugh think joke serious demand one tell say good time start cry hard hug aaron really tightly keep say really sorry come mother sister glad sister alive guess refer baby ok bleed could think sister horrible,9.443231,11.461776,254,1,8,2,2,7,4,5,8,5,10,1
1120,look every store wooden spoon stand front hotel wait taxi another couple stand laugh hard look though early thirty interpretation look wooden spoon unable find one answer question actual participant,1.3292713,7.4409814,76,0,2,0,0,2,1,1,1,2,5,1
698,dreamed watch group boys large gym prepare game center stand boy date quite bit tried wave get attention scene move pool game progress object game jump water pop balloon hammer watch dove pool shortly afterwards notice pool empty next time go water take long run along side air pool notice drain right land foot remember feeling embarrassment go empty pool climb start fuss ice cream push cart several bowl sauce one end somehow upset whole thing several u hurry gym teacher come find mess take cart outside tried fix thing rest dream quite hazy interpretation find reason dream like swim quite bit make habit dive come right often wonder would happen dive empty pool rest idea explain answer question gay enjoyable look begin swim gym swim pool indoor outside dormitory build yes distinctly remember bottom pool empty rich shade green,1.3555249,7.106123,322,2,12,3,3,9,4,5,8,8,18,1
850,former roommate marry graduation last june return school visit eat large table saw end hop see dinner go drink interpretation write since june hop see might guilt feel answer question surprise large din room street outside hotel,1.5039295,7.1875324,99,1,2,2,4,3,3,4,3,3,5,1
953,university two girlfriend girl around good friend mine dorm study night exam around midnight lot friend come room wear black moire dress look real slim receive many glance boy old flame people room start put pair brown suede shoe time wake dream interpretation probable wish away school close friend typical college life probably unconsciously yearn girl good friend mine although life chubby since chubby could possibly wish might slim someday probably dream show must always crowd people around significance brown suede shoe apparent answer question happy anything else actual participant pleasant room dorm hall university dream second time dream old school yes brown suede shoe,1.2432647,7.6190443,241,0,5,1,0,4,1,2,6,2,9,1
1066,dream party compose mixed crowd adult person sort animal animal enter contest burrough ground first reach goal winner suddenly find completely alone interpretation presence adult might indicate desire treat adult free dependency contest might struggle recognition time fear rejection conflict become independent would indicate leave alone answer question felt passive unconcerned actual neither pleasant unpleasant someone living room,1.3055577,7.421023,129,4,3,2,4,3,4,3,3,7,7,1
1085,dreamt attend spanish class night go room dormitory get book remember take escalator floor meeting girl escalator tell wait get floor open door room discover classroom confuse try door floor lock decide take elevator first floor dream get rather confuse seem swing hoop remember think like ride beach interpretation dream take place shortly school start explain content reference easily explain intend get next day hour attend activity program new student mayor spanish little worried well semester transfer two year stay live dormitory wonder would like live home two extremely pleasant year dormitory life account balance dream answer question perplex,1.3861861,7.329778,244,0,4,0,0,3,1,1,4,3,5,1
782,big celebration isolate island several college friend well many small child everybody sing continually excuse go bathroom climb coconut tree two small coconut cover small white spider come tree tell father coconut want see reach top tree bent ground become transformed figure head small boat two passenger sail home around round circle would sink water passenger would continue awakened alarm clock sex dream college student age small child within year age range interpretation none answer question extremely perplexed dream,1.569017,7.252837,183,1,5,1,2,3,1,3,6,4,4,1
878,large field tree house sight alone suddenly get dark wind come begin rain hard remember pajama tire lay go sleep dreamt wake bed wake bed interpretation none answer question afraid actual participant unpleasant field bed,1.3350002,7.606328,94,0,0,1,1,0,2,1,0,3,1,1
717,dream amount see note eye read page page music note could see page actually notebook interpretation sleep study music test take next day read note much saw sleep answer question actual none,1.3979273,7.082741,74,0,1,1,1,1,2,0,0,2,2,1
653,room room vague probably room tell friend girl friend twenty five year old could get eagle stamp value purchase previously read newspaper receive value eagle stamps charge account store interpretation think dream form wishful think since save eagle stamp would like receive full value purchase save stamp answer question actual vague possibly,1.396245,7.3009977,114,0,2,0,0,2,0,0,4,2,5,1
783,come store find policeman year old put ticket father car get car behind father order might drive away policeman place ticket policeman get motorcycle push car backwards immediately move forward crash pink light find try drive car narrow aisle cent store cashier ask leave get sidewalk car transform bicycle rode sidewalk pas army surplus store outside four girl would say model army fatigue outfit interpretation one wednesday september drove friend police station could pay park ticket fine incident probably explain dreamed get park ticket drive difficult judge narrow drive space guess cent store aisle would represent narrow space try drive answer question felt embarrassed set downtown district small town home town yes pink traffic light,1.3681339,7.3378224,249,0,3,1,3,3,1,3,6,5,8,1
1052,look oil well suddenly burst flame fire spread everything blaze people run back forth scream cry feel kind watch large crack appear earth foot people scream even loud jump fissure close fire die everything go stand alone large level plain interpretation none answer question conscious feeling onlooker neither pleasant unpleasant outdoors somewhere flame blue orange,1.4746262,7.546981,121,1,1,2,2,2,3,2,3,4,4,1
1026,snatch dream walk avenue dusk color man jump doorway pull back shadow dime store entrance begin molest fight wildly call passer help people walk past people know identify look nothing happen wave smile walk interpretation reality probably miss attention fiance away school order stick principle disguise crave dream form attack repulsive condition people therefore seem see fiance think anything wrong always dislike dime store intensely since work one time set also add fear distaste answer question frighten anxious could attract anyone attention oblivious plight actual familiar,1.4945982,7.2586994,198,3,2,3,5,0,3,1,2,9,3,1
1111,saw run department store arm load orange pear apple grape keep drop fruit also drop toy truck great number little white block block fell floor two clerk one girl young boy stop pick girl stand count boy put truck among block spool thread watch proceeding scar go discover spool thread reason saw thread would kind danger boy think spool another block put truck relieve walk away interpretation interpretation answer question anxious relieve less onlooker yes could see color fruit white block white thread think truck red,1.4788388,7.144946,197,0,4,2,2,2,3,0,3,5,6,1
1083,scene strange tropic island inhabitant slightly dark unattractively colored character,10.606273,12.28482,20,0,0,0,0,0,1,0,0,0,0,1
911,know dream take place mountainous region alone climb side mountain earth weed cling climb earth crumble beneath fall people watch amazement one person vividly remember girl year old work shoe factor keep say would get top remember vividly pull top able walk flat land feel free happy people disappear mile flat land ahead dream end interpretation much mountain climb always love love door especially like feel away people especially seem think bored remember say friend day dream bore girl dorm dorm life would give anything take trip preferably mountains get away awhile feel probably responsible dream answer question actual yes dream climb mountain never vivid one yes light brown color mountain pure blue sky,1.4047571,7.209224,275,1,5,1,1,6,4,3,6,3,12,1
632,remember exact order dream think first go back city spain study abroad land immediately go reina sofia willem de kooning goncharova exhibit except instead paint fresco attach wall despite paint still stick thick brushstrokes beautiful fresco oddly shape sort like frank stella piece wall ceiling picasso sketch make head right sort curve cubism red pink draw ever see head anyway walk around reina sofia bump kit philip miley guy think abigail originally surprise see guy madrid sudden reina sofia turn terrible maze psychotic year old boy gun chase u around group girl none identifiable tear maze perch mountaintop precarious lot girl shoot dive table go limp tried pretend already dead similar dream someone call fake death terrify sweat sand stick face try hard cry silently wake time matter hard try wake like literally stuck dream anyway kid kill everyone come behind cringed wait shoot leapt face look scar tried calm talk kill everyone say felt like monster try reassure still young come somehow get nightmare find din hall college wait salad bar line guy behind graduated year ago name think remember think cute stand behind flirt make salad spinach tomato pesto hard boil egg chickpea walk table sit friend realize graduation dinner horrify somehow miss last semester college try vain ask someone may already everyone drunk cry helpful woke,11.29545,8.951571,519,6,8,3,11,6,7,6,6,16,15,1
837,rid roller coaster alone girl friend dorm rid ahead turn light tunnel make exciting interpretation suppose rid roller coast like sign sexual frustration may jealous girl pin nice man answer question actual roller variation,1.3637074,7.235027,84,2,3,1,0,4,0,3,3,2,7,1
1063,dream take place apartment supposedly home locate cedar near top cc hill build resemble apartment bottom floor huge mansion live saw two girl know name virginia talk window suddenly realize miss girlfriend wed suppose bridesmaid wed take place run downstairs suddenly basement compose many long tunnel wooden post cobweb insect resemble mine many room freshman year roommate college pursue invisible worn roommate say something angered worm next thing know cut razor blade recall see scratch face blood come interpretation perhaps dream illustrate aggressive tendency find frantically run something although know would real life house basement nothing ever see look height yearbook recently remember see picture two virginias dream dream invisible worm razor know unless phallic symbol answer question felt anxiety fear actual participant unpleasant large mansion apartment build basement resemble mine completely unfamiliar,1.3471171,7.526945,281,3,5,1,4,2,4,2,4,7,8,1
933,drive new maroon car realize stop shift gear drive neutral way back door close drive one hand keep try slam door arrive friend apartment everyone walk around downtown beach clothes tan friend parent several girl apartment man knock door say come borrow something eat section orange remember remark attractiveness kitchen red white silent butler bright red lying table friend apartment speak birthday luncheon another friend invite one girl present casual friend two girl wear white half slip stand black half slip interpretation think lot new car go get seem strange since thing know shift gear drive without shift interpretation dream answer question fairly maroon car red silent butler,1.3468441,7.2318587,250,2,5,1,1,6,1,5,7,5,8,1
885,dream roller skate unusual skating floor floor seem slant slight degree towards middle side middle bridge underneath damp wet leave grass etc seem one skate several men stand around watch one man stand underneath bridge motion come near try ignore bridge seem magnetize drawn begin put arm around attempted release grasp seem strength arm start scream terrify still hop scream would attack men attention would come rescue men look ignore scream walk away interpretation none answer question actual set strange roller skate floor color conscious color man hair deep auburn,1.4960245,7.228325,205,2,1,2,2,1,1,2,2,4,6,1
991,social gathering seemingly somebody attic introduce man dance person see school know intermission sort program three girl dress formal gown sing sit quite informal giggle glance sing one girl vaguely know one class wear yellow formal color dream one girl move recently california two vaguely physically resemble one another side trio still another girl get leave say felt embarrass skirt short couple partner evidently double date high school friend mine since marry see since wed drive home dance dance partner change youth never see leave door broad daylight hastily shake hand open door leave mother await top stair interpretation day dream look forward call fellow go rather steadily several month realize hear would probably see call begin search mind someone take forthcoming dance probably dream continue thing dance partner although actually know marital status probably marry dream represent sort guilt feel answer question particular feeling seem rather passive everything go actual attic automobile side door one color object yellow formal gown mention dream,1.2939138,7.2242904,360,2,5,2,2,5,3,2,7,4,12,1
791,walk park night bridesmaid dress wear wed sister suddenly strange man flash light face laugh start chase run dingy bar many men bar noisy smoky know designer shop gown ruin way three woman make new one like old keep worrying time seem wed one would let call parent know cousin female age small room know leave go outside parking lot find parent yr old cousin come run cry hard think gotten separate felt bad leave friend mine female age appear newly make dress disappointed dull brown whereas original beautiful orange color say get dress wed say yes interpretation none answer question extremely confuse actual street bar designer shop small room parking lot unknown vague except street ave yes brown dress,1.6839072,7.416724,279,4,4,4,5,4,7,1,3,12,6,1
1056,dream sit counter meet mother downtown hungry one would wait sailor sat beside put arm around seem half asleep insult immediately walk discover book merely say scrapbook front decide return find saw parade sailor come street write name address inside book say sorry rude run beside one sailor girl ask could return say could locate number book notice previously interpretation find connection previously visit girlfriend engage sailor although think scrapbook might connect fact leave notebook class day later find find mean parade meeting mother female sailor answer question sad feel sailor leave seem pathetic sorry nice participant exactly unpleasant rather regrettable room rather dim empty wide street nearby,1.3608705,7.2454824,291,1,9,3,2,5,5,2,5,9,7,1
753,two girl sit around table hall watch fellow girl come step u know fellow one one tell experience story similar fourth vacant chair expect girl fill interpretation go summer fellow dream two girl know go past outcome feel get serious stop date girl see girlfriend wife go fourth girl probably unconsciously hope expect end way answer question complete relaxation fun conversation actual participant pleasant,1.2635661,7.598842,169,0,5,0,0,3,0,3,5,0,8,1
932,dream go movie friend afternoon go balcony keep climb flight flight stair odd thing land candy popcorn stand keep insist one friend hungry get something eat finally find seat single file sit one back interpretation movie date night dream date keep say hungry show interpretation answer question particular,1.512641,7.1644626,120,0,3,1,0,3,0,2,4,1,4,1
634,dream gage perform oral sex pretty sure orgasm real life wake,10.830541,11.415851,29,0,3,0,0,3,0,0,4,0,4,1
1023,dreamed dlfferent city sister buy formal wear hair pile head formal like best white lace dress long sleeves interpretation rather angry go bed believe dream wish different person clothes make woman idea white dress may also symbolic wed dress desire get marry answer question happy actual large,1.2870085,7.3931384,108,2,4,1,1,3,1,1,4,2,6,1
922,dream street car across sit little girl around ten year old three eye one middle forehead interpretation interpretation except fact day similar girl street car interested look act like mentally deficient child answer question actual,1.5225662,7.404836,74,0,1,2,0,1,2,0,1,2,3,1
914,dream first take place go near inside ice skate rink watch skater awhile next moment skate go skate rink thru door outdoor rink go lunch counter meet brother yr surprise see dream end interpretation day friend make plan go ice skate outdoor rink somewhere never skate door something look forward mind answer question perplex,1.5389384,7.3248863,123,0,1,0,0,2,0,2,3,1,4,1
758,friend mine male come come bedroom sit bed listen radio next thing know stretch cover bed fast asleep lying fill length along bed cover interpretation think may mean desire sexual relationship want one go find vicious sadistic always pinch arm scratching arm actually pain asked stop call number time date since time even repulse sound voice refuse time answer question unhappy see also little afraid actual participant pleasant alone unpleasant see bedroom,1.2497647,7.670506,181,3,2,4,2,3,4,1,4,7,5,1
690,dreamt room mother reason keep assure pretty next thing know dinner party enough seat guest number guest go sit attempt sit chair table disappear interpretation none answer question,1.5166916,7.2017164,82,0,2,0,0,2,1,0,2,2,4,1
1253,person british accent suppose see something want fool make plan use accent time cop come door question pay back cent dog large small crime think fool british person go ont another cop show little girl problem pay bail know problem forget british person doorbell ring put accent real british person arrive see,9.036473,12.765582,128,1,3,1,3,1,2,0,3,5,3,2
1273,jane sister law stay home maribeth school friend something happen damage drape leave father law come get two young men see mistakenly tell go another way see leave upset note maribeth say buy new drape fix stuff happen house often happen water freeze kind trouble cop take note read cop suspect want prove anything wrong,9.5106125,11.741226,124,2,2,1,1,3,3,2,6,4,4,2
1301,either bride dress gold white watch bride get ready go aisle hesitation,8.714802,11.322651,30,0,3,0,1,2,0,0,2,1,3,2
1192,imprison men wait die nasty thing torture along female visitor come give cow pet say keep use whenever get chance try get office finally get,9.535488,13.31653,68,3,3,4,4,2,4,2,1,5,3,2
1749,birth home parent new home know daddy die rest u together doves keep come window touch make cry miss daddy mother come comfort bev family go leave soon ask want take nap rachel go take nap rachel get ready leave ask john computer say yet ask would say week think oh information need job hunt school everything kind hurry start pack go try start work say find someone city live finish remember else happen change rachel diaper big growth near genitals afraid ask bev surprise say anything finally frustrate doctor act concern anything,13.74252,13.777915,245,2,9,3,4,5,4,3,5,9,10,2
1201,type gathering like picnic male friend judge carry plant car someone start reason plant suppose help husband car cadillac judge may look escort use drive cross ditch get go look meet friend high school see year friend say hello fall little rise get skin hurt cry like little kid,10.030796,11.590141,117,2,1,0,2,2,2,1,4,2,3,2
1220,move somewhere family high school graduation know go time prom regular move clothes boyfriend wayne actually son brother law know take prom even wear clothes pack move old lady walk together watch prom young woman actually work say know wayne call see take think work unknown town maybe work hardware store want work newspaper apply provide one think good background remember leave stuff oven dirty forgotten uncooked pumpkin pie mixed vegetable etc,11.767531,13.295998,171,0,7,1,4,3,1,3,6,4,5,2
1304,somewhere low level building friend baby top difficult get help way block storm accident get baby okay,10.187309,9.404205,51,1,1,0,2,2,2,1,3,3,5,2
1457,doctor janitor work upset work tell think like deny think fact think ever live expectation wake life,12.663502,13.767342,50,1,0,1,0,0,2,0,2,2,1,2
1523,go hotel somewhere daniel realize aimee also daniel course upset huge hotel room suite two bathroom go one bathroom daniel take bath go bathroom someone look exactly like also take bath realize point twin bathtub drink smoke cigar later realize one triplet twin knew aimee daniel twin think la vega believe go dinner group people daniel sat next though hardly say anything entire time even thing sound like make fun use wake life something happen maybe daniel comment make realize want realize deserve well however afraid might try leave try figure way sneak aimee decide stay think could get want relationship twin without anything want two men work daniel go help sneak packed suitcase go elevator remember exactly happen elevator turn sideways slide rather step like normally would dangerous scary remember think odd leave large crowd people gather event saw top daniel head sure see go car one man help leave put suitcase thing back seat remember throw coat back man walk away find man go drive airport man get remember check backseat make sure thing still back drive away felt confident daniel would know leave would get away without problem,13.879351,13.65644,464,2,5,0,3,2,2,2,2,6,7,2
1454,anne co svh lucy tv show er three u work together suppose work old building full old furniture seem use storage pretty much let set want put desk window think move move lot stuff around dirty dismal clutter place,11.644741,13.151475,77,0,1,2,1,1,1,0,2,2,4,2
1287,investigate case jim male friend restaurant house see want man dinner ask jim go dinner look say yes say pay dinner wait outside get nice long car ordinary car purse mix another woman first money mine think someone give money people block way exit forget purse realize outside long crooked step climb get back restaurant wonder make jim wait,8.309469,8.389974,154,1,4,0,1,3,1,1,3,3,4,2
1236,christmas program look see big thing like bale hay go come u know go scatter night play hit director come back hand baby person next think parent realize father dead someone name dave program talk story ask else interview say shelly mother say count say frank butcher say possibility,6.0464687,11.750773,122,2,2,1,2,2,1,0,5,4,6,2
1669,harris family reunion sit car try get something larry come get car talk lotion hand accidentally get wiped,12.266528,13.020189,50,0,1,0,0,0,0,1,1,0,1,2
1480,sleep conference la vega,10.288502,9.534804,9,0,0,0,0,0,0,0,0,0,0,2
1373,get call house ambulance call man already dead instead drive back ambulance take car drive fast reckless even though intend airplane land short runway next tell new editor almost crash plane friday think impress asks tell come short runway impressed act like ordinary happen keep work,11.264559,7.613686,103,1,0,0,2,0,0,0,2,1,2,2
1179,court get sentence year jail sister law cerebral palsy always wheelchair get chair start walk get everything like baby first start walk jury good look male prisoner friend bookstore judge courtroom theatre,8.649665,11.822554,73,2,2,2,4,3,3,1,4,3,4,2
1748,birth home say parent new home raining like believe ceiling roof leak something terrible like rain inside bad parent away try track get message try figure everywhere even set bucket drip good mop rain hard come fast,12.223978,13.445129,106,2,4,2,3,2,2,1,2,2,2,2
1329,look woman world magazine two woman man nominate award write letter explain deserve,8.723536,10.223545,33,1,3,0,0,1,0,1,3,0,3,2
1376,friend jeannie school attend hat child wet like spring see sandy place son write name start write mom sand surprise tell friend write son wonder get see come ask kiss act embarrass,10.494132,11.556134,88,0,3,0,1,4,0,2,2,0,4,2
1586,matthew come room ask phone number mc one night use phone card number,12.654131,13.522404,29,0,0,0,0,0,0,0,0,0,0,2
1552,lie bed naked covered blanket sheet marshall come surprise happy see make sure totally covered sit floor back lean bed woman name kate someone tv come sat floor interact could tell romantic connection think oh think part jealousy part thinking could better next thing know stand tell much miss still care never find anyone compare act coy thinking flattered unsure want encourage try,13.443116,13.341461,147,2,3,2,2,4,1,1,6,2,5,2
1711,character like little plastic toy real alive couple decide really need vacation decide take think go something fun day though two wife two separate woman two woman go get little toy car go leave one wive car trouble get garage help somehow play toys bent reach help neighbor come angry drove car set stair run back apartment get away someone real people inside apartment two people sit old fashion bathtubs full water one really large man come one try get away nothing short boxer swim trunk come behind grabbed ankle make fall head first one tub person sit tub hold man head beneath water drown,14.075622,13.29364,237,1,3,1,0,3,2,1,2,3,5,2
1491,something barry red satin nightgown sexual,9.116619,10.337602,14,0,0,0,0,0,0,0,0,0,1,2
1231,sister law cerebral palsy use hand paint dream sister law art show husband somewhere else watch two sister law walk art show,8.499364,11.727742,51,0,2,1,2,1,2,1,2,1,2,2
1481,prepare lecture reason ann involve people arrive house ready,13.958825,13.861482,25,0,1,0,0,0,0,0,0,0,1,2
1384,neighbor hometown come back hawaii snake beautiful green snake look like boa remember book snake call strawberry snake mildly poisonous afraid snake awhile one start make uncomfortable give son enjoy awhile bite finger bed make get rid show receipt snake food,9.920637,9.095714,100,1,0,2,3,3,1,0,2,4,3,2
1431,drive car friend stop big house hill welcome people start throw snowball u turn around leave leave fast almost hit another car police officer stop yell face treat like serious criminal continued time felt like need attorney although feel like serious police officer make,13.144321,12.705616,93,3,1,1,3,2,0,0,4,2,5,2
1757,seem someone else maybe three character almost like cartoon character real big warehouse look costume trolley go around warehouse could look costume people trolley people find costume would ride back front door get finally three u keep go around around select anything owner get really upset u finally start go really really fast even see rack anymore outside walk downtown indy,13.844742,13.46577,121,1,1,1,0,2,1,1,3,1,3,2
1706,something take car get look get estimate semi fix go back house want go work told mother daddy feel well go work know lie think realize would need act sick say anything watching tv car remember,11.945218,13.444006,97,1,1,2,0,1,2,0,2,3,1,2
1738,tell nick go allow bed anymore least awhile become angry frightened sure might police come arrest drug intoxication turn innocent,11.471625,11.3931675,49,1,0,1,2,0,0,1,2,2,2,2
1702,go work brad take hamburger take home get work put one desk drawer hop see leave office two desk sit face door sit angle face sit desk remember usual much several people notice desk stuff like usually wake life especially bunch pen start pick pen test lot write longer throw away think someone ask thing try nice say know bring new insurance man introduce try nice remember kind insurance selling tell satisfy current insurance policy people leave susan theresa ay come find susan work part time one full day week theresa ay also work get really angry think wonder get hour take stuff leave go door hallway try get notice brad follow keep walk quickly could take different turn hop lose finally get outside start fly right away think best way get away lose everyone else fly flap arm fly kind turn back enjoy good felt amy invite lunch quite people attire dressy go kind fancy restaurant long table female friend person know thing eat kind colorful mold thing jell mold mini marshmallow cover mention brad hour angry couple people question try defend position state interview get impression agree work monday friday weekly hour would state never way since start first week get hour decline week last week hour get angry talk learn susan woman part office service build brad rent one woman leave find go come back told u say know really matter still make right tell one thing follow say sure realize susan grow together best friend lot year go talked susan see fact specialize stuff say basically thing come point different people start show make kind accusation people get ugly embarrass people sit know say decide go leave series door go leave glass revolve door finally manage get car sit right outside final door jump lock door even follow get start put gear cobblestone courtyard fairly open three place could probably drive look somewhat like alley woman walk around floor length pastel flow dress boa bright color boa go ahead put car gear wonder go get woman walk around everywhere manage make problem,13.66031,13.79462,897,2,8,4,4,7,4,4,10,7,20,2
1668,drive parking lot drive wrong way aisle,12.8326235,11.126117,16,0,0,0,0,0,0,0,0,1,0,2
1308,dream purple grape juice,9.833703,10.711188,5,0,0,0,0,0,0,0,0,0,0,2
1619,someone hold baby front person wear glass baby reach kind poke glass aunt aunt house water garden flowerbed tell go go let hose run trickle let soak need badly also fan yard blow yard garden watering also train become kind pilot anthony edward instructor five lesson last one one remember one go learn get height go back pull handle bar steer wheel toward go away go lesson get simulator practice first terrible would go really fast really fast really awful practice enough get nuance time time lesson really well find pas certify pilot one best class talk classmate family husband child,14.087929,13.494428,265,2,3,2,2,5,3,1,7,4,10,2
1333,husband go apartment second floor build town next hometown one three sister live neighborhood another girl two guy remain table husband still single plan move apartment act strange want talk cheat get impression want call wed say talk night tell thing bother drink get crabby agrees problem look clock know big trouble parent think shack remember witness people get go realize wearing blouse bra keep strap seem normal problem also notice barbara mother neighbor girl stand wear seam nylon start stair barbara front,12.145063,11.039473,218,1,6,0,1,1,2,0,3,4,6,2
1313,parent kid move mansard style house single young adult want apartment realize live home finance least awhile nice attic tall ceiling junk tell mother go fix office get old book sort find research lot old clothes also get clean,12.105145,11.032702,108,0,2,0,0,2,1,1,1,2,2,2
1524,large din facility give dream lecture try figure best place stand speak everyone facility would able hear saw place stand everyone could see shape room stand chair thinking would help metal fold chair tell crowd try find way would hear everyone sit din table eat right get chair people start move around find different place sit people one ell come sat floor main area say good feel safe chair heel look think high heel red shoe little heel high heel mumble something like well bad fourth part room double arrow seem like might bar employee facility area recall see anyone else start give talk ask one men room take occasional picture need pr purpose show work camera seem perfectly okay put hassle anything notice take picture ask crowd dream man walk give scientific answer laugh say absolutely right still chuckle say never get answer absolutely right crowd laugh people give answer go explanation address scientific explanation dream explanation include fact right brain though go little mental conversation get phrase explanation also include fact go scientific explanation prefer note front likely relate scientific aspect work feel talk scientific physiological explanation thing ask purpose dream get several answer none look therefore give five purpose dream include wish fulfillment playtime remember three reason give heavy stack paper arm thing print note picture talk try use note heavy awkward hold walk around room talk put keep top sheet talk time several picture picture word one picture currently talk something freud word spanish french read word stumble bit man take picture also read aloud much clearly think say would much easier knew foreign language somehow get message sure sense talk go well felt felt high give talk go well receive well audience seem enjoy think area might part hotel sure either early prior dream last night hotel remember place hotel earlier even know leave come back stay hotel purpose give talk sense two separate event time,13.825802,13.795675,756,2,6,1,1,4,1,2,8,5,14,2
1262,observer like watch tv woman take handicap lover cerebral palsy break someone else travel somewhere car another woman disapprove attraction something two men foreign country involve business learns handicap man also involve find handicap man somewhere house seem hometown huge lightning storm come look like bomb drop autumn tree outside,8.128953,9.248159,110,4,1,2,3,2,3,1,2,5,5,2
1418,three woman golden girl blanche rise dorothy work character theme park character recognize hear even sure describe except water maybe kind sea witch really witch though know describe know character people come park different thing think scar even remember interact interaction blanche rise dorothy seem thing character come park visitor though also visit kind church different kind church go church bench fold chair like platform really like stage like loft musician loft music rock roll something would really appeal young people today everyone really seem enjoy music pas plate around collection comment kind music really help draw people get good collection large hallway outside time realize hallway fill young people draw music get ready pa plate around collection say something help build new church maybe school want increase collection could build new church school home priest know home homeless girl runaway girl kind home young girl,13.856473,13.772464,355,2,8,2,2,5,3,1,5,3,11,2
1623,house mine man talk wife wife shower man tall medium build dark hair tan skin talk begin kiss neck keep talk could tell enjoy perhaps fluster know say stop moment turn look still say anything turn away begin talk something else begin kiss chin turn kiss lip briefly,9.236794,11.989856,122,0,2,0,0,2,1,1,1,0,5,2
1427,someone try kill believe maybe college go building maybe woman dorm go inside see maybe three four people try kill first outside many woman head dorm hear shoot many woman duck ground knee pray know make transition inside next thing know though hung kill yet suspend ceiling wait people think suspend two three woman see sense wait people want kill come start swing try attack whatever suspend next thing know long suspend free roam still sense try kill lingerie something bottom one woman want kill come room ask want fondle think want kill say leave plan go get come back remember actually make plan go plan get come back read store report make phone call ask suppose read resource paper realize soon ask dumb question know suppose read one page thing suppose read write paper felt stupid ask say yes suppose read paper something write use write present something teach something line car car front break light wind hill dark almost run car front taillight however almost though even car front car slide control sense car seem replay see thing happen back dorm someone come say look someone say something write essay one woman chuckle say yeah someone even wonder one page fact read assignment write paper ask rest ridiculous say well defense wonder thing short piece seem need read write paper,13.565759,13.680197,593,4,6,1,4,2,2,3,4,6,9,2
1537,mouse apartment mostly visible run wall layer paint watch one run across ceiling paint another wall way however one come floor run across floor matthew sit something smash upset also matthew kill look though dead go ahead kill injure call apartment office tell problem ask would call exterminator tell already pay exterminator also tell go two bug spray try get rid ant remember answer also call someone get quote replace carpet linoleum gotten quote man tell get tried make excuse tell talk kitchen first floor divide three section section different kind floor bring woman say anything wood say fine want keep anyway ask parquet say want change tore one corner linoleum finish quote know afford wondering could afford part part notice floor torn kitchen gold sculpture carpet living room green carpet hallway remember apartment manager would replace less year wonder wait want look good dream group start january also something office talk laura bu row wall windows different shape size look second time window screen talk laura bu one screen also remember go house man carpet quote go set step two separate set high direct enter one less high step climb onto,13.715149,13.792389,474,2,4,1,3,3,3,2,3,10,8,2
1756,matt damon attend two dream group one remember specifically second one get house ready best could come come wanted treat like anyone else farm person actor also think,10.595939,11.106688,60,0,2,0,0,0,0,0,0,0,0,2
1739,bev house problem roof construction company tear inside rebuild repair roof tear inside wall completely rebuild repaint notice sloppy job really bad job wonder bad attitude redo work hurry maybe poor quality normally wonder deal go upstairs maybe attic almost hit head board attach ask attach low raise little bit,13.846508,13.608936,142,2,3,2,2,1,2,1,1,4,3,2
1641,gary happy see still attract felt close almost apart year,9.095249,12.131321,29,0,1,0,0,1,0,0,1,0,1,2
1689,married living birth home garden swim pool lot people know learn swim practice swim swim lap,10.399588,7.992656,42,0,2,0,2,3,0,0,1,0,5,2
1618,download software try send im daddy maybe send mother answer go tell finish download software turn problem realize get back sent another im one sent mother mother daddy old house sit kitchen computer walk computer screen face comment dirty computer screen need clean wipe finger go get paper towel windex clean know say think think say one thing definitely clean see need clean back computer home realize continue im conversation mother type something sorry leave go get milk back car head home computer keyboard monitor front steer wheel drive really hard time see road think normally see around thing see road try look around raise seat look around monitor see road think maybe raise seat high usually different car pull huge trailer across one lane wood bridge see time drive road around bridge back onto road road turn unusual look railroad track think oh great drive railroad track drive railroad track mountain think weird bad part dream know dream keep go see vehicle drive go mountain like four vehicle trailer attach pull run train start push train mountain talk man complain whole incident train bridge toy size car trailer drive show happen drive mountain tell entirely fault call company come house farm something demonstrate back mountain back property football player one player cross end zone get jump air turn around catch football think think oh awake yet need make sure record sleepy want reach recorder record,14.030787,13.368941,604,0,7,2,1,3,4,2,3,6,4,2
1255,local tavern leave go across street dirty old building try make phone call hole get couple know come say look think might help hole,10.824382,13.022024,66,0,1,1,0,0,1,1,0,2,1,2
1450,realize someone know casual friend maybe kill someone know kill kind run around huge chef knife cover blood try figure also sense want stay away person people start show house party one man show realize father killer make uncomfortable want either large man maybe foot tall pound rough look salt pepper beard bring bunch large fish string though recently catch,11.290275,9.402251,147,0,0,0,0,2,0,0,3,1,3,2
